Course_Number,Title,Category,AI_Metadata_Rating_10,Rating_Tier,Rating_Factors,Source_Rating_5,Source_Review_Count,Likes,Dislikes,Like_Ratio_Percent,Listed_Price_INR,Image_Path,Title_Language_Hint,Exact_Duplicate_Count,Rating_Note
"3043","Core Advance Java","Coding & Tech","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","661","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_3012_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1223","Excel Course","Coding & Tech","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","471","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2681_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3316","Excel Mastery Course","Coding & Tech","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions; clear/specific title","4.7","562","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2380_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3242","FROM ZERO TO HERO MASTER PYTHON FOR DATA ANALYST","Coding & Tech","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","374","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1575_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2426","Full stack projects and ideas","Coding & Tech","9.1","Very strong metadata signal","strong source rating; high review volume; very positive reactions","4.9","782","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_433_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3529","Jatan Shah Business Intelligence using Power BI","Coding & Tech","9.1","Very strong metadata signal","good source rating; high review volume; positive reactions","4.8","793","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_421_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3528","Jatan Shah the Excelerator program Excel data","Coding & Tech","9.1","Very strong metadata signal","good source rating; high review volume; positive reactions; clear/specific title","4.7","756","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1522_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2691","LEARNING EXCEL Bada Business By Vivek Bindra","Coding & Tech","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","387","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2954_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2437","MERN full stack web development course","Coding & Tech","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions; clear/specific title","4.8","339","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2348_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2738","Microsoft Excel Beginner to Pro Video Lecture","Coding & Tech","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions; clear/specific title","4.9","426","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_269_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3319","MS Office Full Course 2022","Coding & Tech","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","673","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_442_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1949","Namaste! Akshay Saini Complete DSA Course","Coding & Tech","9.1","Very strong metadata signal","good source rating; high review volume; positive reactions","4.8","983","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_3215_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3029","PW Skills Python Data Structures & Algorithms (DSA)","Coding & Tech","9.1","Very strong metadata signal","good source rating; high review volume; positive reactions","4.8","993","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1767_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3479","Sanket Singh Advanced Frontend Development Course","Coding & Tech","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","643","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1050_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3506","Sigma 3.0 by Apna College","Coding & Tech","9.1","Very strong metadata signal","strong source rating; high review volume; very positive reactions","4.9","792","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_452_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2590","Supreme 2.0 Batch DSA by Love Babbar","Coding & Tech","9.1","Very strong metadata signal","strong source rating; high review volume; very positive reactions","4.9","900","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2591_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3396","Target Batch Excel MIS & Dashboard","Coding & Tech","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","972","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2488_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3045","Web Development Live Batch","Coding & Tech","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","735","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1769_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"786","ADVANCE DIPLOMA IN TALLY WITH GST","Coding & Tech","9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","452","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2377_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2","Alpha Plus 6.0 (C++)","Coding & Tech","9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","344","89","0","100","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-6_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"37","Alpha Plus Batch 5.0","Coding & Tech","9","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","789","89","0","100","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/post-42_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"39","Alpha Plus Batch 6.0","Coding & Tech","9","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","863","38","4","90.5","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/post-44_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2441","AWS COURSE BY NARESH IT","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","487","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1337_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2425","AWS real Time","Coding & Tech","9","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","745","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1203_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3610","Backend Domination by Sheriyans Coding School","Coding & Tech","9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","390","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2933_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2145","C PROGRAMMING LANGUAGE","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","585","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_760_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1948","Complete Ultimate Job Ready Data Science Course","Coding & Tech","9","Very strong metadata signal","good source rating; high review volume; positive reactions","4.7","946","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_832_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3474","Data Structures & Algorithms Complete Course (Hindi/Urdu)","Coding & Tech","9","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","4.9","458","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2800_2sUM.jpg","Hindi / Hinglish","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2448","Days Tally Prime Micro Course","Coding & Tech","9","Very strong metadata signal","good source rating; high review volume; positive reactions","4.7","746","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1448_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1113","Decoding Futures & Options Video Course By Zebra Learn","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; positive reactions","4.8","651","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_536_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"5","Delta Batch (Web Development)","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","455","55","1","98.2","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-9_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2435","DSA revision and mastery course","Coding & Tech","9","Very strong metadata signal","strong source rating; very positive reactions","5","265","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2110_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2185","Java Full Stack Web Development","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","365","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2130_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1589","Learn Python Course by TuteDude","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; positive reactions; clear/specific title","4.8","413","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1307_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2132","Ms. Excel","Coding & Tech","9","Very strong metadata signal","good source rating; high review volume; very positive reactions; generic title","4.7","954","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_698_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1088","Python Programming Course 2025 By WSCube Tech","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; positive reactions; clear/specific title","4.7","576","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1424_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"9","Sigma 10 (DSA with Java)","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; positive reactions","4.8","603","38","4","90.5","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-13_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"10","Sigma 10 (Live Session Recordings)","Coding & Tech","9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","640","55","1","98.2","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-14_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"11","Sigma 11.0","Coding & Tech","9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","677","72","3","96","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-15_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"15","Sigma 5.0","Coding & Tech","9","Very strong metadata signal","strong source rating; high review volume; very positive reactions; generic title","5","825","55","1","98.2","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-19_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"7","Sigma Batch (DSA)","Coding & Tech","9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions; generic title","5","529","89","0","100","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-11_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2536","SQL Beginner to Advanced For Data Professionals","Coding & Tech","9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","602","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_665_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3634","THE 22 IMMUTABLE LAWS OF MARKETING","Coding & Tech","9","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","4.9","428","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_062_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2714","Advance Excel For Business Bada Business By Vivek Bindra","Coding & Tech","8.9","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","4.9","388","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1122_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"30","Alpha Batch 5.0","Coding & Tech","8.9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions; generic title","4.9","530","55","1","98.2","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/post-35_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"32","Alpha Plus Batch 4.0","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","604","89","0","100","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/post-37_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2424","AWS fundamentals for Beginners","Coding & Tech","8.9","Very strong metadata signal","good source rating; high review volume; positive reactions","4.7","708","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1196_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1950","Complete Full Stack Web Development Preparation","Coding & Tech","8.9","Very strong metadata signal","strong source rating; very positive reactions; clear/specific title","4.9","170","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1775_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3609","Complete Web Development Course (Udemy)","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; positive reactions; clear/specific title","4.8","353","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2007_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2369","Complete Web development Devops Cohort","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; positive reactions; clear/specific title","4.8","373","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1219_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3611","COMPUTER 360 DEGREE BATCH 2.0 By PREETI M'AM","Coding & Tech","8.9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","427","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1038_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"38","Delta Batch 2.0","Coding & Tech","8.9","Very strong metadata signal","strong source rating; high review volume; positive reactions; generic title","4.9","826","21","2","91.3","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-25_2sUM.jpg","English / Unspecified","2","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2440","Fraz Dsa Data Structures & Algorithms Fellowship","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","450","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2203_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2148","HTML & CSS Essentials","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; positive reactions","4.7","696","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_861_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"809","Java Full Stack Development","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; positive reactions","4.8","453","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1317_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3031","Master Data Science & AI","Coding & Tech","8.9","Very strong metadata signal","strong source rating; very positive reactions","5","217","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_3045_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3309","Microsoft Excel From Beginner to Advanced","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; positive reactions; clear/specific title","4.8","303","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_235_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3476","MS PowerPoint for Beginners (Hindi) by Satish Dhawale","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","532","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1237_2sUM.jpg","Hindi / Hinglish","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"376","NLP - Neuro Linguistic Programming","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","582","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2922_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2692","POWERPOINT PRESENTATIONS Bada Business By Vivek Bindra","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","424","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1732_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2793","Pw Mobile Development using React Native","Coding & Tech","8.9","Very strong metadata signal","good source rating; high review volume; positive reactions","4.8","761","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_802_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2449","SAP FICO Course","Coding & Tech","8.9","Very strong metadata signal","good source rating; high review volume; positive reactions","4.8","783","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2616_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"17","Sigma 7.0","Coding & Tech","8.9","Very strong metadata signal","good source rating; high review volume; very positive reactions; generic title","4.8","899","89","0","100","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-21_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"19","Sigma 9.0","Coding & Tech","8.9","Very strong metadata signal","strong source rating; high review volume; positive reactions; generic title","5","973","38","4","90.5","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-23_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"6","Sigma Prime 2.0","Coding & Tech","8.9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","492","72","3","96","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-10_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3153","TALLY PRIME MASTERY COURSE","Coding & Tech","8.9","Very strong metadata signal","good source rating; moderate review volume; positive reactions","4.8","481","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2123_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3125","Tally Prime Professional Course (3 Months Validity)","Coding & Tech","8.9","Very strong metadata signal","good source rating; very positive reactions","4.8","295","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1407_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"690","THE 12 UNIVERSAL LAWS","Coding & Tech","8.9","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","300","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1496_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"808","Advanced Java","Coding & Tech","8.8","Very strong metadata signal","good source rating; moderate review volume; positive reactions","4.7","416","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1813_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3","Alpha Plus Batch 2.0","Coding & Tech","8.8","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","381","21","2","91.3","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-7_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2547","Azure data engineer","Coding & Tech","8.8","Very strong metadata signal","strong source rating; very positive reactions","5","159","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1679_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3149","Backend Development course 3.0 Lambda","Coding & Tech","8.8","Very strong metadata signal","good source rating; moderate review volume; positive reactions","4.8","333","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2841_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2116","Basics of Blockchain by Guniguru","Coding & Tech","8.8","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","362","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1304_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2186","Data Science","Coding & Tech","8.8","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","402","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_649_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"27","Delta 5.0","Coding & Tech","8.8","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions; generic title","5","419","89","0","100","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/post-32_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3466","Full Stack Web Development using Python & Django by MySirG","Coding & Tech","8.8","Very strong metadata signal","strong source rating; very positive reactions","4.9","162","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_821_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2436","JavaScript and React JS mastery course (lifetime )","Coding & Tech","8.8","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","302","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_3088_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2780","Master all the MS Excel Macros and the basics of Excel VBA","Coding & Tech","8.8","Very strong metadata signal","good source rating; very positive reactions","4.7","280","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_3031_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2433","Next JS full stack web development course","Coding & Tech","8.8","Very strong metadata signal","good source rating; positive reactions; clear/specific title","4.8","191","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2163_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2596","Sanket Singh Advanced Frontend Development","Coding & Tech","8.8","Very strong metadata signal","good source rating; very positive reactions","4.7","272","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1085_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"31","Sigma 10","Coding & Tech","8.8","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions; generic title","5","567","72","3","96","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/post-36_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"8","Sigma 10 (DSA with C++)","Coding & Tech","8.8","Very strong metadata signal","good source rating; moderate review volume; positive reactions","4.7","566","21","2","91.3","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-12_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"12","Sigma 12","Coding & Tech","8.8","Very strong metadata signal","good source rating; high review volume; very positive reactions; generic title","4.7","714","89","0","100","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-16_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"14","Sigma 4.0","Coding & Tech","8.8","Very strong metadata signal","strong source rating; high review volume; positive reactions; generic title","4.9","788","38","4","90.5","299","CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster-18_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
